  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001  9.9000000e-001
  8.9089289e-001  8.9089309e-001  8.9089306e-001  8.9089328e-001  8.9089436e-001  8.9089494e-001  8.9089637e-001  8.9089724e-001  8.9089607e-001  8.9089736e-001  8.9089786e-001  8.9089788e-001  8.9089721e-001  8.9089672e-001  8.9089538e-001  8.9089387e-001  8.9089300e-001  8.9089280e-001  8.9089246e-001  8.9089205e-001  8.9089125e-001  8.9089095e-001  8.9089148e-001  8.9089275e-001  8.9089346e-001  8.9089315e-001  8.9089254e-001  8.9089213e-001  8.9089179e-001  8.9089155e-001  8.9089128e-001  8.9089127e-001  8.9089127e-001  8.9089120e-001  8.9089107e-001  8.9089054e-001  8.9089021e-001  8.9089034e-001  8.9089032e-001  8.9089029e-001
  7.1570218e-001  7.1569188e-001  7.1568966e-001  7.1567178e-001  7.1564876e-001  7.1562966e-001  7.1562335e-001  7.1561163e-001  7.1560564e-001  7.1560337e-001  7.1560318e-001  7.1560709e-001  7.1559895e-001  7.1559732e-001  7.1559397e-001  7.1558854e-001  7.1558308e-001  7.1557772e-001  7.1557563e-001  7.1557326e-001  7.1557168e-001  7.1557099e-001  7.1556943e-001  7.1556580e-001  7.1556470e-001  7.1556416e-001  7.1556364e-001  7.1556202e-001  7.1556122e-001  7.1556149e-001  7.1556255e-001  7.1556383e-001  7.1556479e-001  7.1556615e-001  7.1556660e-001  7.1556668e-001  7.1556682e-001  7.1556735e-001  7.1556911e-001  7.1557178e-001
  5.5162204e-001  5.5161134e-001  5.5159801e-001  5.5163195e-001  5.5165406e-001  5.5164979e-001  5.5164718e-001  5.5166544e-001  5.5165004e-001  5.5153515e-001  5.5150051e-001  5.5145369e-001  5.5145002e-001  5.5143331e-001  5.5141809e-001  5.5139997e-001  5.5139246e-001  5.5138094e-001  5.5137501e-001  5.5137465e-001  5.5137418e-001  5.5137082e-001  5.5136958e-001  5.5137028e-001  5.5137093e-001  5.5136659e-001  5.5136210e-001  5.5136669e-001  5.5137679e-001  5.5138980e-001  5.5139173e-001  5.5139019e-001  5.5138985e-001  5.5139915e-001  5.5139958e-001  5.5140204e-001  5.5139971e-001  5.5139569e-001  5.5138882e-001  5.5138670e-001
  4.3151379e-001  4.3153413e-001  4.3159414e-001  4.3156840e-001  4.3158570e-001  4.3153510e-001  4.3141683e-001  4.3130875e-001  4.3122984e-001  4.3119839e-001  4.3113346e-001  4.3111656e-001  4.3109443e-001  4.3107097e-001  4.3105696e-001  4.3103822e-001  4.3103203e-001  4.3099393e-001  4.3095109e-001  4.3093532e-001  4.3093165e-001  4.3092793e-001  4.3091284e-001  4.3089509e-001  4.3088792e-001  4.3088444e-001  4.3087997e-001  4.3087466e-001  4.3086947e-001  4.3086548e-001  4.3086455e-001  4.3086289e-001  4.3086067e-001  4.3085728e-001  4.3085498e-001  4.3085061e-001  4.3084803e-001  4.3084373e-001  4.3084283e-001  4.3084239e-001
  3.4981074e-001  3.4990562e-001  3.4962809e-001  3.4940670e-001  3.4899926e-001  3.4886737e-001  3.4875323e-001  3.4872128e-001  3.4874981e-001  3.4880536e-001  3.4884499e-001  3.4896128e-001  3.4866690e-001  3.4852167e-001  3.4843796e-001  3.4836581e-001  3.4819786e-001  3.4815777e-001  3.4810110e-001  3.4805360e-001  3.4801440e-001  3.4796534e-001  3.4793986e-001  3.4793573e-001  3.4794372e-001  3.4797194e-001  3.4799537e-001  3.4801861e-001  3.4801121e-001  3.4797812e-001  3.4796293e-001  3.4794610e-001  3.4794057e-001  3.4792742e-001  3.4792885e-001  3.4791150e-001  3.4790495e-001  3.4788567e-001  3.4786483e-001  3.4786226e-001
  2.9284652e-001  2.9278892e-001  2.9278201e-001  2.9279389e-001  2.9305993e-001  2.9339129e-001  2.9354042e-001  2.9336979e-001  2.9311108e-001  2.9301768e-001  2.9294010e-001  2.9270894e-001  2.9254072e-001  2.9243392e-001  2.9230289e-001  2.9205387e-001  2.9165832e-001  2.9145191e-001  2.9119696e-001  2.9099225e-001  2.9095033e-001  2.9092681e-001  2.9092413e-001  2.9087647e-001  2.9073798e-001  2.9073896e-001  2.9076182e-001  2.9077806e-001  2.9085908e-001  2.9112435e-001  2.9126393e-001  2.9143496e-001  2.9150904e-001  2.9150470e-001  2.9146761e-001  2.9147314e-001  2.9150504e-001  2.9170363e-001  2.9182739e-001  2.9200815e-001
  2.5223459e-001  2.5218813e-001  2.5224219e-001  2.5226490e-001  2.5225780e-001  2.5228095e-001  2.5229100e-001  2.5227251e-001  2.5227064e-001  2.5226229e-001  2.5212720e-001  2.5200748e-001  2.5192152e-001  2.5177074e-001  2.5166101e-001  2.5138500e-001  2.5121874e-001  2.5108157e-001  2.5093371e-001  2.5075990e-001  2.5057062e-001  2.5053290e-001  2.5053330e-001  2.5059358e-001  2.5070410e-001  2.5085497e-001  2.5093674e-001  2.5099188e-001  2.5101872e-001  2.5105416e-001  2.5123575e-001  2.5114838e-001  2.5110492e-001  2.5111744e-001  2.5115264e-001  2.5130607e-001  2.5136776e-001  2.5138872e-001  2.5134917e-001  2.5136299e-001
  2.2592319e-001  2.2622925e-001  2.2570644e-001  2.2604211e-001  2.2660297e-001  2.2736970e-001  2.2758073e-001  2.2853079e-001  2.2801433e-001  2.2672284e-001  2.2579756e-001  2.2549423e-001  2.2477140e-001  2.2455368e-001  2.2445977e-001  2.2419574e-001  2.2333393e-001  2.2322687e-001  2.2296968e-001  2.2263455e-001  2.2264468e-001  2.2243068e-001  2.2210663e-001  2.2193102e-001  2.2184819e-001  2.2178547e-001  2.2176585e-001  2.2164680e-001  2.2161112e-001  2.2170955e-001  2.2163925e-001  2.2163272e-001  2.2157416e-001  2.2155430e-001  2.2155039e-001  2.2153360e-001  2.2152981e-001  2.2150225e-001  2.2147717e-001  2.2145729e-001
  2.2378790e-001  2.2432971e-001  2.2582222e-001  2.2444602e-001  2.2378053e-001  2.2315510e-001  2.2195516e-001  2.1964468e-001  2.1719602e-001  2.1333403e-001  2.1157228e-001  2.0879565e-001  2.0656465e-001  2.0493405e-001  2.0393787e-001  2.0408611e-001  2.0465612e-001  2.0492026e-001  2.0690841e-001  2.0752800e-001  2.0764765e-001  2.0799243e-001  2.0777980e-001  2.0767533e-001  2.0677173e-001  2.0482883e-001  2.0317086e-001  2.0267400e-001  2.0183806e-001  2.0125692e-001  2.0120035e-001  2.0138982e-001  2.0157632e-001  2.0172050e-001  2.0141876e-001  2.0150616e-001  2.0111921e-001  2.0146194e-001  2.0162674e-001  2.0155639e-001
